_column	_row	_well	barcodenr	barcodetype_genomic	barcodetype_transcriptomic	cellcount	clone_id	date_sorted	experiment	indexnr	library_type	limsid	plate_id	platenr	shield	tamox_ind	timepoint	tubenr
15	F	F15	135	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
15	G	G15	159	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
15	H	H15	183	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
15	I	I15	207	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
15	J	J15	231	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
15	K	K15	255	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
15	L	L15	279	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
15	M	M15	303	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
15	N	N15	327	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
15	O	O15	351	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
15	P	P15	375	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
16	A	A16	16	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
16	B	B16	40	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
16	C	C16	64	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
16	D	D16	88	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
16	E	E16	112	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
16	F	F16	136	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
16	G	G16	160	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
16	H	H16	184	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
16	I	I16	208	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
16	J	J16	232	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
16	K	K16	256	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
16	L	L16	280	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
16	M	M16	304	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
16	N	N16	328	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
16	O	O16	352	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
16	P	P16	376	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
17	A	A17	17	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
17	B	B17	41	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
17	C	C17	65	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
17	D	D17	89	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
17	E	E17	113	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
17	F	F17	137	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
17	G	G17	161	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
17	H	H17	185	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
17	I	I17	209	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
17	J	J17	233	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
17	K	K17	257	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
17	L	L17	281	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
17	M	M17	305	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
17	N	N17	329	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
17	O	O17	353	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
17	P	P17	377	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
18	A	A18	18	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
18	B	B18	42	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
18	C	C18	66	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
18	D	D18	90	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
18	E	E18	114	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
18	F	F18	138	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
18	G	G18	162	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
18	H	H18	186	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
18	I	I18	210	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
18	J	J18	234	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
18	K	K18	258	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
18	L	L18	282	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
18	M	M18	306	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
18	N	N18	330	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
18	O	O18	354	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
18	P	P18	378	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
19	A	A19	19	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
19	B	B19	43	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
19	C	C19	67	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
19	D	D19	91	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
19	E	E19	115	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
19	F	F19	139	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
19	G	G19	163	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
19	H	H19	187	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
19	I	I19	211	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
19	J	J19	235	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
19	K	K19	259	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
19	L	L19	283	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
19	M	M19	307	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
19	N	N19	331	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
19	O	O19	355	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
19	P	P19	379	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
20	A	A20	20	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
20	B	B20	44	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
20	C	C20	68	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
20	D	D20	92	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
20	E	E20	116	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
20	F	F20	140	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
20	G	G20	164	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
20	H	H20	188	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
20	I	I20	212	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
20	J	J20	236	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
20	K	K20	260	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
20	L	L20	284	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
20	M	M20	308	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
20	N	N20	332	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
20	O	O20	356	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
20	P	P20	380	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
21	A	A21	21	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
21	B	B21	45	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
21	C	C21	69	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
21	D	D21	93	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
21	E	E21	117	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
21	F	F21	141	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
21	G	G21	165	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
21	H	H21	189	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
21	I	I21	213	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
21	J	J21	237	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
21	K	K21	261	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
21	L	L21	285	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
21	M	M21	309	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
21	N	N21	333	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
21	O	O21	357	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
21	P	P21	381	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
22	A	A22	22	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
22	B	B22	46	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
22	C	C22	70	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
22	D	D22	94	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
22	E	E22	118	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
22	F	F22	142	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
22	G	G22	166	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
22	H	H22	190	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
22	I	I22	214	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
22	J	J22	238	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
22	K	K22	262	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
22	L	L22	286	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
22	M	M22	310	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
22	N	N22	334	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
22	O	O22	358	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
22	P	P22	382	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
23	A	A23	23	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
23	B	B23	47	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
23	C	C23	71	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
23	D	D23	95	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
23	E	E23	119	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
23	F	F23	143	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
23	G	G23	167	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
23	H	H23	191	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
23	I	I23	215	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
23	J	J23	239	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
23	K	K23	263	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
23	L	L23	287	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
23	M	M23	311	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
23	N	N23	335	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
23	O	O23	359	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
23	P	P23	383	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
24	A	A24	24	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
24	B	B24	48	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
24	C	C24	72	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
24	D	D24	96	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
24	E	E24	120	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
24	F	F24	144	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
24	G	G24	168	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
24	H	H24	192	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
24	I	I24	216	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
24	J	J24	240	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
24	K	K24	264	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
24	L	L24	288	BCv3_set1	BCv3_set2	1	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
24	M	M24	312	BCv3_set1	BCv3_set2	0	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
24	N	N24	336	BCv3_set1	BCv3_set2	0	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
24	O	O24	360	BCv3_set1	BCv3_set2	0	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
24	P	P24	384	BCv3_set1	BCv3_set2	0	B34	20190724	T1	2	Dam&T	KIN3801	T0104	4	[1/1000]	yes	4	4
1	I	I1	193	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
1	J	J1	217	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
1	K	K1	241	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
1	L	L1	265	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
1	M	M1	289	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
1	N	N1	313	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
1	O	O1	337	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
1	P	P1	361	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
2	A	A2	2	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
2	B	B2	26	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
2	C	C2	50	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
2	D	D2	74	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
2	E	E2	98	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
2	F	F2	122	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
2	G	G2	146	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
2	H	H2	170	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
2	I	I2	194	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
2	J	J2	218	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
2	K	K2	242	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
2	L	L2	266	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
2	M	M2	290	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
2	N	N2	314	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
2	O	O2	338	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
2	P	P2	362	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
3	A	A3	3	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
3	B	B3	27	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
3	C	C3	51	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
3	D	D3	75	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
3	E	E3	99	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
3	F	F3	123	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
3	G	G3	147	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
3	H	H3	171	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
3	I	I3	195	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
3	J	J3	219	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
3	K	K3	243	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
3	L	L3	267	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
3	M	M3	291	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
3	N	N3	315	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
3	O	O3	339	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
3	P	P3	363	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
4	A	A4	4	BCv3_set1	BCv3_set2	1	R66	20190724	T1	3	Dam&T	KIN3801	T0111	11	[1/5000]	no	8	5
